Player,country,Nation,Squad,Age,Weekly Wages,Annual Wages,Year,
Je-Vaughn Watson,jm,JAM,New England Revolution,33,"$2,885 ","$150,000 ",2017,
Zac MacMath,us,USA,Colorado Rapids,25,"$2,885 ","$150,000 ",2017,
Cristian Higuita,co,COL,Orlando City SC,23,"$2,885 ","$150,000 ",2017,
Cyle Larin,ca,CAN,Orlando City SC,21,"$2,885 ","$150,000 ",2017,
Josh Saunders,pr,PUR,Orlando City SC,35,"$2,885 ","$150,000 ",2017,
Ike Opara,us,USA,Sporting Kansas City,27,"$2,885 ","$150,000 ",2017,
Hector Jiménez,us,USA,Columbus Crew,28,"$2,885 ","$150,000 ",2017,
Andrew Jacobson,us,USA,Vancouver Whitecaps,31,"$2,885 ","$150,000 ",2017,
Tommy Thompson,us,USA,San Jose Earthquakes,21,"$2,885 ","$150,000 ",2017,
Roy Miller,cr,CRC,Portland Timbers,32,"$2,885 ","$150,000 ",2017,
João Meira,pt,POR,Chicago Fire,29,"$2,885 ","$150,000 ",2017,
Andre Blake,jm,JAM,Philadelphia Union,26,"$2,856 ","$148,500 ",2017,
Harry Shipp,us,USA,Seattle Sounders FC,25,"$2,788 ","$145,000 ",2017,
Luis Gil,us,USA,Colorado Rapids,23,"$2,769 ","$144,000 ",2017,
Lawrence Olum,ke,KEN,Portland Timbers,32,"$2,740 ","$142,500 ",2017,
Leonardo Da Silva,,,Houston Dynamo,29,"$2,692 ","$140,004 ",2017,
Kevin Ellis,us,USA,Sporting Kansas City,25,"$2,692 ","$140,004 ",2017,
Chris Tierney,us,USA,New England Revolution,31,"$2,692 ","$140,000 ",2017,
Marcel de Jong,ca,CAN,Vancouver Whitecaps,30,"$2,692 ","$140,000 ",2017,
Kekuta Manneh,us,USA,Columbus Crew,22,"$2,671 ","$138,875 ",2017,
Dairon Asprilla,co,COL,Portland Timbers,24,"$2,654 ","$138,000 ",2017,
Cordell Cato,tt,TRI,San Jose Earthquakes,24,"$2,635 ","$137,000 ",2017,
Evan Bush,us,USA,Montreal Impact,30,"$2,630 ","$136,750 ",2017,
Kevin Alston,us,USA,Orlando City SC,28,"$2,596 ","$135,000 ",2017,
Marc Burch,us,USA,Minnesota United,32,"$2,596 ","$135,000 ",2017,
Bernie Ibini,,,Vancouver Whitecaps,25,"$2,596 ","$135,000 ",2017,
Kofi Sarkodie,us,USA,San Jose Earthquakes,25,"$2,596 ","$135,000 ",2017,
Gbenga Arokoyo,ng,NGA,Portland Timbers,23,"$2,596 ","$135,000 ",2017,
Arturo Alvarez,sv,SLV,Chicago Fire,31,"$2,596 ","$135,000 ",2017,
Michael Harrington,us,USA,Chicago Fire,31,"$2,596 ","$135,000 ",2017,
Chris Wingert,us,USA,Real Salt Lake,34,"$2,577 ","$134,004 ",2017,
Richie Marquez,us,USA,Philadelphia Union,24,"$2,558 ","$133,000 ",2017,
Ryan Hollingshead,us,USA,FC Dallas,25,"$2,548 ","$132,500 ",2017,
Brian Carroll,us,USA,Philadelphia Union,35,"$2,538 ","$132,000 ",2017,
Jimmy Medranda,co,COL,Sporting Kansas City,22,"$2,500 ","$130,008 ",2017,
Joshua Yaro,gh,GHA,Philadelphia Union,22,"$2,500 ","$130,000 ",2017,
Richie Laryea,ca,CAN,Orlando City SC,22,"$2,500 ","$130,000 ",2017,
Jack Harrison,eng,ENG,New York City FC,20,"$2,500 ","$130,000 ",2017,
Jeremy Ebobisse,us,USA,Portland Timbers,19,"$2,500 ","$130,000 ",2017,
Seb Hines,eng,ENG,Orlando City SC,28,"$2,500 ","$129,996 ",2017,
Chris Schuler,us,USA,Real Salt Lake,29,"$2,452 ","$127,500 ",2017,
Russell Teibert,ca,CAN,Vancouver Whitecaps,24,"$2,433 ","$126,500 ",2017,
Jukka Raitala,fi,FIN,Columbus Crew,28,"$2,404 ","$125,004 ",2017,
Jermaine Taylor,jm,JAM,Minnesota United,32,"$2,404 ","$125,004 ",2017,
Chance Myers,us,USA,Portland Timbers,29,"$2,404 ","$125,004 ",2017,
Miles Robinson,us,USA,Atlanta United,19,"$2,404 ","$125,000 ",2017,
Warren Creavalle,us,USA,Philadelphia Union,26,"$2,404 ","$125,000 ",2017,
Seth Sinovic,us,USA,Sporting Kansas City,30,"$2,404 ","$125,000 ",2017,
Abu Danladi,gh,GHA,Minnesota United,21,"$2,404 ","$125,000 ",2017,
Erik Hurtado,us,USA,Vancouver Whitecaps,26,"$2,404 ","$125,000 ",2017,
Jackson Yueill,us,USA,San Jose Earthquakes,19,"$2,404 ","$124,992 ",2017,
Yangel Herrera,ve,VEN,New York City FC,19,"$2,376 ","$123,557 ",2017,
Carlos Cermeño,ve,VEN,FC Dallas,21,"$2,308 ","$120,000 ",2017,
Gershon Koffie,gh,GHA,New England Revolution,25,"$2,308 ","$120,000 ",2017,
Bobby Burling,us,USA,Colorado Rapids,32,"$2,308 ","$120,000 ",2017,
Taylor Kemp,us,USA,DC United,26,"$2,308 ","$120,000 ",2017,
Nicolás Mezquida,uy,URU,Vancouver Whitecaps,25,"$2,308 ","$120,000 ",2017,
François Affolter,ch,SUI,San Jose Earthquakes,25,"$2,308 ","$120,000 ",2017,
Brian Rowe,us,USA,LA Galaxy,28,"$2,308 ","$120,000 ",2017,
João Pedro,pt,POR,LA Galaxy,23,"$2,308 ","$120,000 ",2017,
Scott Caldwell,us,USA,New England Revolution,25,"$2,212 ","$115,000 ",2017,
Fafà Picault,us,USA,Philadelphia Union,25,"$2,212 ","$115,000 ",2017,
Calum Mallace,sct,SCO,Seattle Sounders FC,27,"$2,212 ","$115,000 ",2017,
Cristian Roldan,us,USA,Seattle Sounders FC,21,"$2,212 ","$115,000 ",2017,
Alvas Powell,jm,JAM,Portland Timbers,22,"$2,212 ","$115,000 ",2017,
Emmanuel Boateng,gh,GHA,LA Galaxy,23,"$2,212 ","$115,000 ",2017,
Shaun Francis,jm,JAM,Montreal Impact,30,"$2,212 ","$115,000 ",2017,
Servando Carrasco,us,USA,Orlando City SC,28,"$2,211 ","$114,996 ",2017,
Patrick Mullins,us,USA,DC United,24,"$2,195 ","$114,125 ",2017,
Jalil Anibaba,us,USA,Houston Dynamo,28,"$2,115 ","$110,004 ",2017,
Marlon Hairston,us,USA,Colorado Rapids,22,"$2,115 ","$110,004 ",2017,
Donny Toia,us,USA,Orlando City SC,24,"$2,115 ","$110,004 ",2017,
Josh Williams,us,USA,Columbus Crew,28,"$2,115 ","$110,004 ",2017,
David Horst,us,USA,Real Salt Lake,31,"$2,115 ","$110,004 ",2017,
Mekeil Williams,tt,TRI,Colorado Rapids,26,"$2,115 ","$110,000 ",2017,
Michael Azira,,,Colorado Rapids,29,"$2,115 ","$110,000 ",2017,
Fabian Herbers,de,GER,Philadelphia Union,23,"$2,115 ","$110,000 ",2017,
Tommy Redding,us,USA,Orlando City SC,20,"$2,115 ","$110,000 ",2017,
Sal Zizzo,us,USA,New York Red Bulls,29,"$2,115 ","$110,000 ",2017,
Sean Davis,us,USA,New York Red Bulls,23,"$2,115 ","$110,000 ",2017,
Jake Gleeson,nz,NZL,Portland Timbers,26,"$2,115 ","$110,000 ",2017,
Zarek Valentin,pr,PUR,Portland Timbers,25,"$2,115 ","$110,000 ",2017,
Omar Holness,jm,JAM,Real Salt Lake,22,"$2,115 ","$110,000 ",2017,
Charlie Davies,us,USA,Philadelphia Union,30,"$2,095 ","$108,960 ",2017,
Axel Sjöberg,se,SWE,Colorado Rapids,25,"$2,084 ","$108,350 ",2017,
Joe Willis,us,USA,Houston Dynamo,28,"$2,044 ","$106,313 ",2017,
Jared Jeffrey,us,USA,DC United,26,"$2,019 ","$105,000 ",2017,
Kofi Opare,ca,CAN,DC United,26,"$2,019 ","$105,000 ",2017,
Zack Steffen,us,USA,Columbus Crew,21,"$2,019 ","$105,000 ",2017,
Bernardo Añor,ve,VEN,Minnesota United,28,"$2,019 ","$105,000 ",2017,
Andrés Imperiale,ar,ARG,San Jose Earthquakes,30,"$2,019 ","$105,000 ",2017,
Ben Zemanski,us,USA,Portland Timbers,28,"$2,019 ","$105,000 ",2017,
Daniel Steres,us,USA,LA Galaxy,26,"$2,019 ","$105,000 ",2017,
Jose Villarreal,us,USA,LA Galaxy,23,"$2,019 ","$105,000 ",2017,
Keegan Rosenberry,us,USA,Philadelphia Union,23,"$2,010 ","$104,500 ",2017,
Eriq Zavaleta,sv,SLV,Toronto FC,24,"$1,978 ","$102,850 ",2017,
Jonathan Campbell,us,USA,Chicago Fire,23,"$1,957 ","$101,750 ",2017,
Brad Knighton,us,USA,New England Revolution,31,"$1,941 ","$100,910 ",2017,
Rafael Ramos,pt,POR,Orlando City SC,22,"$1,938 ","$100,800 ",2017,
Ashtone Morgan,ca,CAN,Toronto FC,25,"$1,923 ","$100,008 ",2017,
Nick Hagglund,us,USA,Toronto FC,24,"$1,923 ","$100,008 ",2017,
Brandon Vazquez,us,USA,Atlanta United,18,"$1,923 ","$100,008 ",2017,
Ryan Meara,us,USA,New York Red Bulls,26,"$1,923 ","$100,008 ",2017,
Caleb Calvert,us,USA,Colorado Rapids,20,"$1,923 ","$100,000 ",2017,
Zoltán Stieber,hu,HUN,DC United,28,"$1,923 ","$100,000 ",2017,
Conor Donovan,us,USA,Orlando City SC,20,"$1,923 ","$100,000 ",2017,
Miguel Camargo,pa,PAN,New York City FC,23,"$1,923 ","$100,000 ",2017,
R. J. Allen,us,USA,New York City FC,26,"$1,923 ","$100,000 ",2017,
Kemar Lawrence,jm,JAM,New York Red Bulls,24,"$1,923 ","$100,000 ",2017,
Leandro Barrera,ar,ARG,San Jose Earthquakes,24,"$1,923 ","$100,000 ",2017,
Jeff Attinella,us,USA,Portland Timbers,28,"$1,923 ","$100,000 ",2017,
Ambroise Oyongo,cm,CMR,Montreal Impact,25,"$1,923 ","$100,000 ",2017,
Eric Kronberg,us,USA,Montreal Impact,33,"$1,923 ","$100,000 ",2017,
Shamit Shome,ca,CAN,Montreal Impact,19,"$1,923 ","$100,000 ",2017,
Matt Polster,us,USA,Chicago Fire,23,"$1,921 ","$99,900 ",2017,
Mark Bloom,us,USA,Atlanta United,29,"$1,908 ","$99,225 ",2017,
Chad Barrett,us,USA,Real Salt Lake,31,"$1,904 ","$99,000 ",2017,
Fatai Alashe,us,USA,San Jose Earthquakes,23,"$1,888 ","$98,175 ",2017,
Saad Abdul-Salaam,us,USA,Sporting Kansas City,25,"$1,862 ","$96,800 ",2017,
Brandon Vincent,us,USA,Chicago Fire,22,"$1,851 ","$96,250 ",2017,
Matt Van Oekel,us,USA,Real Salt Lake,30,"$1,846 ","$96,000 ",2017,
Tesho Akindele,ca,CAN,FC Dallas,24,"$1,827 ","$95,000 ",2017,
Fidel Escobar,pa,PAN,New York Red Bulls,22,"$1,827 ","$95,000 ",2017,
Wandrille Lefèvre,ca,CAN,Montreal Impact,27,"$1,827 ","$95,000 ",2017,
Khiry Shelton,us,USA,New York City FC,23,"$1,788 ","$92,950 ",2017,
Adam Jahn,us,USA,Columbus Crew,26,"$1,779 ","$92,500 ",2017,
Jay Chapman,ca,CAN,Toronto FC,23,"$1,731 ","$90,000 ",2017,
Ian Harkes,us,USA,DC United,21,"$1,731 ","$90,000 ",2017,
Joevin Jones,tt,TRI,Seattle Sounders FC,25,"$1,731 ","$90,000 ",2017,
Sebastián Saucedo,us,USA,Real Salt Lake,20,"$1,731 ","$90,000 ",2017,
Christian Dean,us,USA,Chicago Fire,23,"$1,731 ","$90,000 ",2017,
Samuel Piette,ca,CAN,Montreal Impact,22,"$1,731 ","$90,000 ",2017,
Ali Ghazal,eg,EGY,Vancouver Whitecaps,24,"$1,669 ","$86,800 ",2017,
John McCarthy,us,USA,Philadelphia Union,24,"$1,663 ","$86,500 ",2017,
Zach Loyd,us,USA,Atlanta United,28,"$1,635 ","$85,008 ",2017,
Coy Craft,us,USA,FC Dallas,19,"$1,635 ","$85,000 ",2017,
Jesse Gonzalez,mx,MEX,FC Dallas,21,"$1,635 ","$85,000 ",2017,
Ben Swanson,us,USA,Columbus Crew,18,"$1,635 ","$85,000 ",2017,
Connor Lade,us,USA,New York Red Bulls,27,"$1,635 ","$85,000 ",2017,
Kevin Venegas,us,USA,Minnesota United,27,"$1,635 ","$85,000 ",2017,
Collin Fernandez,us,USA,Chicago Fire,19,"$1,635 ","$85,000 ",2017,
Alex Crognale,us,USA,Columbus Crew,22,"$1,635 ","$84,996 ",2017,
Collin Martin,us,USA,Minnesota United,22,"$1,635 ","$84,996 ",2017,
Rafael Garcia,us,USA,LA Galaxy,28,"$1,587 ","$82,500 ",2017,
Tim Parker,us,USA,Vancouver Whitecaps,23,"$1,555 ","$80,850 ",2017,
PC,br,BRA,Orlando City SC,22,"$1,539 ","$80,004 ",2017,
Andrew Dykstra,us,USA,Sporting Kansas City,31,"$1,539 ","$80,004 ",2017,
Artur,,,Columbus Crew,21,"$1,539 ","$80,004 ",2017,
Brad Stuver,us,USA,Columbus Crew,25,"$1,539 ","$80,004 ",2017,
Nick Lima,us,USA,San Jose Earthquakes,22,"$1,539 ","$80,004 ",2017,
Julian Büscher,de,GER,DC United,23,"$1,538 ","$80,000 ",2017,
Jonathan Lewis,us,USA,New York City FC,19,"$1,538 ","$80,000 ",2017,
Justin Davis,us,USA,Minnesota United,28,"$1,538 ","$80,000 ",2017,
Patrick McLain,us,USA,Minnesota United,28,"$1,538 ","$80,000 ",2017,
Samuel Adekugbe,,,Vancouver Whitecaps,20,"$1,538 ","$80,000 ",2017,
Andrew Tarbell,us,USA,San Jose Earthquakes,23,"$1,538 ","$80,000 ",2017,
Djordje Mihailovic,us,USA,Chicago Fire,18,"$1,538 ","$80,000 ",2017,
Daniel Lovitz,us,USA,Montreal Impact,25,"$1,514 ","$78,750 ",2017,
Alec Kann,us,USA,Atlanta United,26,"$1,481 ","$77,004 ",2017,
Matt Lampson,us,USA,Chicago Fire,27,"$1,462 ","$76,000 ",2017,
Andraž Struna,si,SVN,New York City FC,27,"$1,454 ","$75,600 ",2017,
Eric Miller,us,USA,Colorado Rapids,24,"$1,453 ","$75,554 ",2017,
Brandon Aubrey,us,USA,Toronto FC,21,"$1,442 ","$75,000 ",2017,
Julian Gressel,us,USA,Atlanta United,23,"$1,442 ","$75,000 ",2017,
Jared Watts,us,USA,Colorado Rapids,24,"$1,442 ","$75,000 ",2017,
Auston Trusty,us,USA,Philadelphia Union,17,"$1,442 ","$75,000 ",2017,
Erik Palmer-Brown,us,USA,Sporting Kansas City,19,"$1,442 ","$75,000 ",2017,
Mikey Lopez,us,USA,New York City FC,23,"$1,442 ","$75,000 ",2017,
Tyler Adams,us,USA,New York Red Bulls,17,"$1,442 ","$75,000 ",2017,
Zeiko Lewis,bm,BER,New York Red Bulls,22,"$1,442 ","$75,000 ",2017,
Maxime Crépeau,ca,CAN,Montreal Impact,22,"$1,442 ","$75,000 ",2017,
Dillon Serna,us,USA,Colorado Rapids,22,"$1,396 ","$72,600 ",2017,
Steve Clark,us,USA,DC United,30,"$1,385 ","$72,000 ",2017,
Marco Donadel,it,ITA,Montreal Impact,33,"$1,385 ","$72,000 ",2017,
Chris Duvall,us,USA,Montreal Impact,25,"$1,363 ","$70,875 ",2017,
Alex Bono,us,USA,Toronto FC,22,"$1,346 ","$70,000 ",2017,
Adonijah Reid,ca,CAN,FC Dallas,16,"$1,346 ","$70,000 ",2017,
Paxton Pomykal,us,USA,FC Dallas,17,"$1,346 ","$70,000 ",2017,
Chris Goslin,us,USA,Atlanta United,16,"$1,346 ","$70,000 ",2017,
Chris Durkin,us,USA,DC United,16,"$1,346 ","$70,000 ",2017,
Ballou Jean Yves Tabla,,,Montreal Impact,18,"$1,346 ","$70,000 ",2017,
Daigo Kobayashi,jp,JPN,New England Revolution,33,"$1,346 ","$69,996 ",2017,
Kortne Ford,us,USA,Colorado Rapids,21,"$1,346 ","$69,996 ",2017,
Jalen Robinson,us,USA,DC United,22,"$1,346 ","$69,996 ",2017,
Jordan Hamilton,ca,CAN,Toronto FC,20,"$1,336 ","$69,458 ",2017,
London Woodberry,us,USA,New England Revolution,25,"$1,333 ","$69,300 ",2017,
Hadji Barry,gn,GUI,Orlando City SC,24,"$1,322 ","$68,750 ",2017,
Dylan Remick,us,USA,Houston Dynamo,25,"$1,272 ","$66,150 ",2017,
Harrison Heath,us,USA,Atlanta United,20,"$1,272 ","$66,150 ",2017,
Donnie Smith,us,USA,New England Revolution,26,"$1,272 ","$66,150 ",2017,
John Berner,us,USA,Colorado Rapids,25,"$1,272 ","$66,150 ",2017,
Aaron Kovar,us,USA,Seattle Sounders FC,23,"$1,272 ","$66,150 ",2017,
Bryan Meredith,us,USA,Seattle Sounders FC,27,"$1,272 ","$66,150 ",2017,
Bradford Jamieson IV,us,USA,LA Galaxy,20,"$1,272 ","$66,150 ",2017,
David Romney,us,USA,LA Galaxy,23,"$1,272 ","$66,150 ",2017,
Anthony Jackson-Hamel,ca,CAN,Montreal Impact,23,"$1,272 ","$66,150 ",2017,
Kevin Garcia,us,USA,Houston Dynamo,26,"$1,262 ","$65,633 ",2017,
Rob Vincent,eng,ENG,DC United,26,"$1,262 ","$65,633 ",2017,
Cristian Martínez,pa,PAN,Columbus Crew,19,"$1,262 ","$65,633 ",2017,
Tyler Miller,us,USA,Seattle Sounders FC,23,"$1,262 ","$65,633 ",2017,
Andre Rawls,us,USA,New York City FC,25,"$1,262 ","$65,633 ",2017,
Ricardo Velazco,us,USA,Real Salt Lake,23,"$1,262 ","$65,633 ",2017,
Mikey Ambrose,us,USA,Atlanta United,23,"$1,262 ","$65,625 ",2017,
Cody Cropper,us,USA,New England Revolution,23,"$1,262 ","$65,625 ",2017,
Zachary Herivaux,ht,HAI,New England Revolution,20,"$1,262 ","$65,625 ",2017,
Travis Worra,us,USA,DC United,23,"$1,262 ","$65,625 ",2017,
Eric Ayuk,cm,CMR,Philadelphia Union,19,"$1,262 ","$65,625 ",2017,
Rodrigo Saravia,gt,GUA,Columbus Crew,23,"$1,262 ","$65,625 ",2017,
Oniel Fisher,jm,JAM,Seattle Sounders FC,25,"$1,262 ","$65,625 ",2017,
Eirik Johansen,no,NOR,New York City FC,24,"$1,262 ","$65,625 ",2017,
Alex Muyl,us,USA,New York Red Bulls,21,"$1,262 ","$65,625 ",2017,
Anatole Abang,cm,CMR,New York Red Bulls,19,"$1,262 ","$65,625 ",2017,
Brandon Allen,us,USA,Minnesota United,23,"$1,262 ","$65,625 ",2017,
Marco Bustos,ca,CAN,Vancouver Whitecaps,20,"$1,262 ","$65,625 ",2017,
Clément Diop,sn,SEN,LA Galaxy,23,"$1,262 ","$65,625 ",2017,
Jack McBean,us,USA,LA Galaxy,22,"$1,262 ","$65,625 ",2017,
Raúl Mendiola,us,USA,LA Galaxy,22,"$1,262 ","$65,625 ",2017,
Danilo Acosta,hn,HON,Real Salt Lake,19,"$1,262 ","$65,625 ",2017,
Drew Conner,us,USA,Chicago Fire,22,"$1,262 ","$65,625 ",2017,
Tony Rocha,bz,BLZ,Orlando City SC,23,"$1,262 ","$65,621 ",2017,
George Malki,us,USA,Houston Dynamo,24,"$1,250 ","$65,004 ",2017,
Vicente Sánchez,uy,URU,Houston Dynamo,37,"$1,250 ","$65,004 ",2017,
Ben Spencer,us,USA,Toronto FC,21,"$1,250 ","$65,004 ",2017,
Benoît Cheyrou,fr,FRA,Toronto FC,35,"$1,250 ","$65,004 ",2017,
Jason Hernandez,pr,PUR,Toronto FC,33,"$1,250 ","$65,004 ",2017,
Mark Pais,us,USA,Toronto FC,25,"$1,250 ","$65,004 ",2017,
Nicolas Hasler,li,LIE,Toronto FC,25,"$1,250 ","$65,004 ",2017,
Sergio Camargo,ca,CAN,Toronto FC,21,"$1,250 ","$65,004 ",2017,
Walter Cortés,cr,CRC,FC Dallas,17,"$1,250 ","$65,004 ",2017,
Alexandros Tabakis,gr,GRE,Atlanta United,24,"$1,250 ","$65,004 ",2017,
Kyle Reynish,us,USA,Atlanta United,33,"$1,250 ","$65,004 ",2017,
Mike da Fonte,us,USA,Colorado Rapids,25,"$1,250 ","$65,004 ",2017,
Sam Hamilton,us,USA,Colorado Rapids,21,"$1,250 ","$65,004 ",2017,
Chris Korb,us,USA,DC United,29,"$1,250 ","$65,004 ",2017,
Giliano Wijnaldum,nl,NED,Philadelphia Union,24,"$1,250 ","$65,004 ",2017,
Oguchi Onyewu,us,USA,Philadelphia Union,34,"$1,250 ","$65,004 ",2017,
Cameron Iwasa,us,USA,Sporting Kansas City,23,"$1,250 ","$65,004 ",2017,
James Musa,nz,NZL,Sporting Kansas City,24,"$1,250 ","$65,004 ",2017,
Kévin Oliveira,cv,CPV,Sporting Kansas City,20,"$1,250 ","$65,004 ",2017,
Kharlton Belmar,gd,GRN,Sporting Kansas City,24,"$1,250 ","$65,004 ",2017,
Latif Blessing,gh,GHA,Sporting Kansas City,20,"$1,250 ","$65,004 ",2017,
Soony Saad,lb,LIB,Sporting Kansas City,24,"$1,250 ","$65,004 ",2017,
Abuchi Obinwa,us,USA,Columbus Crew,19,"$1,250 ","$65,004 ",2017,
Ben Sweat,us,USA,New York City FC,25,"$1,250 ","$65,004 ",2017,
Michael Amir Murillo,pa,PAN,New York Red Bulls,20,"$1,250 ","$65,004 ",2017,
Brent Kallman,us,USA,Minnesota United,26,"$1,250 ","$65,004 ",2017,
Ismaila Jome,gm,GAM,Minnesota United,22,"$1,250 ","$65,004 ",2017,
Jake Nerwinski,,,Vancouver Whitecaps,21,"$1,250 ","$65,004 ",2017,
Kyle Greig,us,USA,Vancouver Whitecaps,26,"$1,250 ","$65,004 ",2017,
Mauro Rosales,ar,ARG,Vancouver Whitecaps,35,"$1,250 ","$65,004 ",2017,
Spencer Richey,us,USA,Vancouver Whitecaps,24,"$1,250 ","$65,004 ",2017,
Marc Pelosi,us,USA,San Jose Earthquakes,22,"$1,250 ","$65,004 ",2017,
Matt Bersano,us,USA,San Jose Earthquakes,24,"$1,250 ","$65,004 ",2017,
Amobi Okugo,us,USA,Portland Timbers,25,"$1,250 ","$65,004 ",2017,
Jack Barmby,eng,ENG,Portland Timbers,22,"$1,250 ","$65,004 ",2017,
Bradley Diallo,fr,FRA,LA Galaxy,26,"$1,250 ","$65,004 ",2017,
Jon Kempin,us,USA,LA Galaxy,23,"$1,250 ","$65,004 ",2017,
Brandt Bronico,us,USA,Chicago Fire,21,"$1,250 ","$65,004 ",2017,
Daniel Johnson,us,USA,Chicago Fire,21,"$1,250 ","$65,004 ",2017,
Jorge Luis Corrales,cu,CUB,Chicago Fire,25,"$1,250 ","$65,004 ",2017,
Matej Deković,hr,CRO,Chicago Fire,22,"$1,250 ","$65,004 ",2017,
Calle Brown,us,USA,Houston Dynamo,24,"$1,250 ","$65,000 ",2017,
Jacori Hayes,,,FC Dallas,21,"$1,250 ","$65,000 ",2017,
Luis González,ve,VEN,FC Dallas,26,"$1,250 ","$65,000 ",2017,
Andrew Carleton,us,USA,Atlanta United,16,"$1,250 ","$65,000 ",2017,
Romario Williams,jm,JAM,Atlanta United,21,"$1,250 ","$65,000 ",2017,
Brian Wright,ca,CAN,New England Revolution,21,"$1,250 ","$65,000 ",2017,
Joshua Smith,us,USA,New England Revolution,24,"$1,250 ","$65,000 ",2017,
Dominique Badji,sn,SEN,Colorado Rapids,24,"$1,250 ","$65,000 ",2017,
Chris Odoi-Atsem,us,USA,DC United,21,"$1,250 ","$65,000 ",2017,
Russell Canouse,us,USA,DC United,21,"$1,250 ","$65,000 ",2017,
Adam Najem,af,AFG,Philadelphia Union,22,"$1,250 ","$65,000 ",2017,
Derrick Jones,us,USA,Philadelphia Union,19,"$1,250 ","$65,000 ",2017,
Ken Tribbett,us,USA,Philadelphia Union,24,"$1,250 ","$65,000 ",2017,
Earl Edwards Jr.,us,USA,Orlando City SC,25,"$1,250 ","$65,000 ",2017,
Cameron Porter,us,USA,Sporting Kansas City,23,"$1,250 ","$65,000 ",2017,
Lalas Abubakar,gh,GHA,Columbus Crew,22,"$1,250 ","$65,000 ",2017,
Niko Hansen,dk,DEN,Columbus Crew,22,"$1,250 ","$65,000 ",2017,
Ethan White,us,USA,New York City FC,26,"$1,250 ","$65,000 ",2017,
John Stertzer,us,USA,New York City FC,26,"$1,250 ","$65,000 ",2017,
Aaron Long,us,USA,New York Red Bulls,24,"$1,250 ","$65,000 ",2017,
Joseph Greenspan,us,USA,Minnesota United,24,"$1,250 ","$65,000 ",2017,
Alphonso Davies,ca,CAN,Vancouver Whitecaps,16,"$1,250 ","$65,000 ",2017,
Ben McKendry,ca,CAN,Vancouver Whitecaps,23,"$1,250 ","$65,000 ",2017,
Brett Levis,ca,CAN,Vancouver Whitecaps,23,"$1,250 ","$65,000 ",2017,
Nosa Igiebor,ng,NGA,Vancouver Whitecaps,26,"$1,250 ","$65,000 ",2017,
Stefan Marinovic,nz,NZL,Vancouver Whitecaps,25,"$1,250 ","$65,000 ",2017,
Matheus Silva,br,BRA,San Jose Earthquakes,19,"$1,250 ","$65,000 ",2017,
Victor Arboleda,co,COL,Portland Timbers,20,"$1,250 ","$65,000 ",2017,
Hugo Arellano,us,USA,LA Galaxy,18,"$1,250 ","$65,000 ",2017,
Patrick Doody,us,USA,Chicago Fire,24,"$1,250 ","$65,000 ",2017,
Richard Sánchez,mx,MEX,Chicago Fire,22,"$1,250 ","$65,000 ",2017,
Nick Depuy,,,Montreal Impact,21,"$1,250 ","$65,000 ",2017,
Tsubasa Endoh,jp,JPN,Toronto FC,23,"$1,040 ","$54,075 ",2017,
Aaron Guillen,us,USA,FC Dallas,23,"$1,040 ","$54,075 ",2017,
Femi Hollinger-Janzen,bj,BEN,New England Revolution,23,"$1,040 ","$54,075 ",2017,
Matt Turner,us,USA,New England Revolution,22,"$1,040 ","$54,075 ",2017,
Dennis Castillo,cr,CRC,Colorado Rapids,23,"$1,040 ","$54,075 ",2017,
Marshall Hollingsworth,us,USA,Columbus Crew,22,"$1,040 ","$54,075 ",2017,
Tony Alfaro,us,USA,Seattle Sounders FC,23,"$1,040 ","$54,075 ",2017,
Shannon Gomez,tt,TRI,New York City FC,19,"$1,040 ","$54,075 ",2017,
Cole Seiler,us,USA,Vancouver Whitecaps,22,"$1,040 ","$54,075 ",2017,
Kip Colvey,nz,NZL,San Jose Earthquakes,22,"$1,040 ","$54,075 ",2017,
Ariel Lassiter,cr,CRC,LA Galaxy,22,"$1,040 ","$54,075 ",2017,
Joey Calistri,us,USA,Chicago Fire,22,"$1,040 ","$54,075 ",2017,
David Choinière,ca,CAN,Montreal Impact,19,"$1,040 ","$54,075 ",2017,
Michael Salazar,bz,BLZ,Montreal Impact,24,"$1,040 ","$54,075 ",2017,
Charlie Ward,eng,ENG,Houston Dynamo,21,"$1,019 ","$53,004 ",2017,
José Escalante,hn,HON,Houston Dynamo,21,"$1,019 ","$53,004 ",2017,
Joe Holland,eng,ENG,Houston Dynamo,23,"$1,019 ","$53,004 ",2017,
Memo Rodriguez,us,USA,Houston Dynamo,21,"$1,019 ","$53,004 ",2017,
Taylor Hunter,us,USA,Houston Dynamo,22,"$1,019 ","$53,004 ",2017,
Øyvind Alseth,no,NOR,Toronto FC,22,"$1,019 ","$53,004 ",2017,
Raheem Edwards,ca,CAN,Toronto FC,21,"$1,019 ","$53,004 ",2017,
Walker Hume,us,USA,FC Dallas,23,"$1,019 ","$53,004 ",2017,
Andrew Wheeler-Omiunu,us,USA,Atlanta United,22,"$1,019 ","$53,004 ",2017,
Anton Walkes,eng,ENG,Atlanta United,19,"$1,019 ","$53,004 ",2017,
Ricardo Perez,mx,MEX,Colorado Rapids,21,"$1,019 ","$53,004 ",2017,
Eric Klenofsky,us,USA,DC United,22,"$1,019 ","$53,004 ",2017,
Aaron Jones,eng,ENG,Philadelphia Union,22,"$1,019 ","$53,004 ",2017,
